0		0		0		0
1		0		0		0
2		0		0		0
3		0		0		0
4		0		0		0
5		0		0		0
6		0.0653595		0.245372		0.109088
7		0.0725275		0.142246		0.0469543
8		0.0890688		0.12516		0.0313602
9		0.0932704		0.119103		0.0337789
10		0.0932878		0.11458		0.0315101
11		0.0972067		0.11694		0.0317994
12		0.0977778		0.116157		0.0326518
13		0.0993377		0.116677		0.0306563
14		0.10011		0.11613		0.0288975
15		0.0998902		0.115875		0.0288341
16		0.100437		0.116624		0.0282731
17		0.100218		0.11637		0.0282115
18		0.0997831		0.115865		0.0280891
19		0.0997877		0.113044		0.0272279
20		0.0997921		0.114652		0.0248644
21		0.0977597		0.112317		0.024358
22		0.0976096		0.110816		0.0251693
23		0.0983447		0.111602		0.0217105
24		0.0974212		0.110501		0.0196735
25		0.0955056		0.108328		0.0192867
26		0.0956284		0.108219		0.019998
27		0.0953237		0.106623		0.0187097
28		0.0938884		0.105018		0.018428
29		0.0932278		0.104279		0.0182983
30		0.0936687		0.10236		0.0171748
31		0.0929432		0.101567		0.0170418
32		0.0930828		0.101631		0.0177671
33		0.092845		0.101372		0.0177217
34		0.0918281		0.100261		0.0175276
35		0.090985		0.0993407		0.0173666
36		0.0924855		0.100645		0.020867
37		0.0918033		0.0999026		0.0207131
38		0.0906883		0.0986893		0.0204615
39		0.090981		0.0966502		0.0198912
40		0.0919003		0.101813		0.0206475
41		0.0909774		0.0983876		0.0192848
42		0.0930736		0.100333		0.0190989
43		0.0927476		0.0988541		0.0193147
44		0.0912752		0.0971269		0.0210024
45		0.0896196		0.0924622		0.0188053
46		0.0893855		0.0895291		0.0192112
47		0.0883413		0.0876722		0.0180931
48		0.0876081		0.0843921		0.0152804
49		0.0891365		0.0836589		0.0136462
50		0.0877193		0.0823288		0.0134292
51		0.0889718		0.082572		0.0137976
52		0.0875648		0.0816859		0.0145302
53		0.0862506		0.0811302		0.0148539
54		0.0854573		0.0796129		0.0154669
55		0.0854617		0.0791929		0.0149438
56		0.0859223		0.080507		0.0158578
57		0.0853308		0.0805084		0.0160485
58		0.0851869		0.079315		0.0156452
59		0.0847694		0.079137		0.0162495
60		0.0850184		0.0792298		0.0157768
61		0.0848842		0.0776681		0.0147539
62		0.0860692		0.0773113		0.0145511
63		0.0862592		0.0755164		0.0150424
64		0.0862879		0.0746008		0.0143003
65		0.0847528		0.0733745		0.0138949
66		0.0841724		0.0723633		0.0112941
67		0.0853323		0.0711959		0.00968375
68		0.0868741		0.0736199		0.011272
69		0.0868132		0.0726562		0.0116
70		0.0852113		0.0699804		0.0112692
71		0.085041		0.0686624		0.0119047
72		0.0850923		0.0661311		0.011557
73		0.0854047		0.0644865		0.0119662
74		0.0855202		0.0625102		0.0114602
75		0.083583		0.0607217		0.0113683
76		0.0835532		0.0589221		0.0118699
77		0.083047		0.058392		0.0130559
78		0.0819764		0.0572694		0.0132085
79		0.0809392		0.0562598		0.0125162
80		0.080597		0.0560929		0.012231
81		0.0812183		0.0560906		0.0118752
82		0.0816864		0.055269		0.0112459
83		0.0813682		0.0544791		0.0116116
84		0.0814249		0.0535533		0.012041
85		0.0822467		0.0529038		0.0112719
86		0.0819551		0.0522927		0.0109187
87		0.0820029		0.0529129		0.0117014
88		0.0808632		0.0524359		0.0113655
89		0.0808314		0.0513458		0.0108499
90		0.0796679		0.05016		0.0111404
91		0.0798778		0.0503855		0.0104113
92		0.0808808		0.050664		0.0105925
93		0.0796968		0.0490898		0.0115844
94		0.0793808		0.0477466		0.0115656
95		0.0791547		0.0459238		0.0109394
96		0.0784716		0.0455452		0.0108525

#-------------------------------------
#Time 	 contiguous heterocyst (%) 	 deviation 	 Batch deviation
#Averaged=150 times.
#Batches=15 times.
