0		1		0		0
1		1		0		0
2		1		0		0
3		1		0		0
4		1		0		0
5		1		0		0
6		1		0		0
7		34.1333		1.96843		inf
8		35.82		2.33465		-nan
9		37.28		2.48518		0.734069
10		39.3133		2.73956		0.91407
11		41.5667		2.92735		0.927105
12		44.12		3.00318		-nan
13		46.5067		2.96002		-nan
14		48.9733		2.80208		1.01943
15		51.0267		2.72435		0.913757
16		52.9		2.49765		0.728011
17		54.5333		2.24854		-nan
18		55.9067		1.97415		0.522995
19		57.0467		1.77732		inf
20		57.9533		1.52094		-nan
21		58.6133		1.35501		-nan
22		59.1067		1.17666		0.336933
23		59.3867		1.1746		0.315926
24		59.8		1.20958		-nan
25		60.2867		1.33782		-nan
26		61.0133		1.58002		-nan
27		61.9133		1.67867		0.417247
28		63.0067		1.86633		0.60765
29		64.4867		2.36512		0.9234
30		66.18		2.71726		0.974826
31		68.16		2.87101		1.00627
32		70.4267		3.21144		-nan
33		73.36		3.68068		-nan
34		76.4333		3.78343		1.27261
35		79.86		4.10766		1.22288
36		83.5133		4.36234		-nan
37		87.3667		4.52942		-nan
38		91.68		4.5485		1.49246
39		95.1867		4.47122		1.08158
40		98.8133		4.23375		1.03983
41		102.313		4.20153		-nan
42		105.68		3.8796		-nan
43		108.3		3.65959		0.992831
44		110.96		3.37356		0.767929
45		113.233		3.06401		-nan
46		115.327		2.81772		-nan
47		116.793		2.92936		0.667048
48		118.327		2.95945		0.60765
49		119.76		3.08858		0.721902
50		121.26		3.15894		0.759511
51		123.193		3.27016		0.704543
52		125.307		3.53686		0.796839
53		127.86		4.04012		-nan
54		130.953		4.17621		1.44116
55		134.647		4.73618		1.50659
56		138.833		5.10746		1.53468
57		143.493		5.35548		1.71567
58		149.147		5.88524		-nan
59		155.4		6.56613		1.95558
60		161.753		7.19334		1.8185
61		168.38		7.24052		2.06681
62		175.273		7.53328		-nan
63		181.913		7.38758		1.95443
64		188.66		7.32819		1.84034
65		195.073		7.1307		1.92742
66		201.093		6.8408		1.60689
67		207.113		6.30493		1.31033
68		212.913		6.08214		-nan
69		217.893		5.91454		1.34029
70		222.767		5.75847		1.33077
71		227.007		5.60859		-nan
72		231.253		5.571		1.3648
73		235.4		5.63665		1.0406
74		239.52		5.43506		0.908845
75		243.92		5.73289		1.09427
76		248.233		5.99039		-nan
77		253.127		6.717		1.71983
78		259.213		7.39362		2.28594
79		265.72		7.83994		2.3553
80		273.58		8.61579		-nan
81		281.867		9.42129		-nan
82		291.42		10.2677		3.84154
83		301.473		10.6932		inf
84		312.56		11.6155		-nan
85		324.253		11.6994		3.3884
86		336.693		12.448		3.51313
87		348.76		12.5413		3.45539
88		361.393		12.7263		3.04454
89		373.833		12.7739		-nan
90		385.7		13.1485		3.31059
91		397.727		13.1521		2.97837
92		408.66		13.4393		2.92179
93		419.767		12.89		2.59853
94		430.74		12.0577		2.45497
95		440.653		11.7662		-nan
96		450.16		11.2722		-nan

#-------------------------------------
#Time(h.) 	 Averaged number of heterocysts clusters 	 deviation 	 Batch deviation
#Averaged=150 times.
#Batches=15 times.
