0		1		0		0
1		1		0		0
2		1		0		0
3		1		0		0
4		1		0		0
5		1		0		0
6		33.0533		1.76006		-nan
7		34.2733		1.9828		0.858126
8		35.7933		2.30929		1.02363
9		37.7133		2.56287		1.08422
10		39.6867		2.80253		1.26822
11		41.5667		2.8997		-nan
12		43.6667		2.83475		1.19144
13		45.8867		2.955		1.14572
14		47.9933		2.7938		-nan
15		50.3133		2.60649		-nan
16		52.4		2.42747		0.839217
17		54.12		2.22228		0.703258
18		55.4667		2.11947		0.562731
19		56.6867		1.84331		-nan
20		57.5267		1.63722		-nan
21		58.2533		1.46634		0.401545
22		58.7933		1.33259		0.35146
23		59.3333		1.4031		0.359894
24		59.88		1.33572		0.270449
25		60.42		1.38191		0.427952
26		61.0267		1.54983		-nan
27		61.8133		1.80002		-nan
28		63.0867		2.04295		0.714009
29		64.48		2.30762		0.86619
30		66.08		2.49972		-nan
31		68.0467		3.01748		-nan
32		70.3333		3.40877		-nan
33		73.2467		3.6764		1.20111
34		76.2067		4.05051		1.27753
35		79.8		4.30077		-nan
36		83.46		4.22779		-nan
37		87.4067		4.46026		1.22151
38		91.0867		4.53907		1.19515
39		94.8867		4.27343		-nan
40		98.2933		4.08886		-nan
41		101.74		3.98896		1.5583
42		104.887		3.99922		1.5099
43		107.633		3.7136		1.29099
44		110.173		3.41286		-nan
45		112.353		3.35212		-nan
46		114.367		3.31646		1.2004
47		116.127		3.34242		-nan
48		117.967		3.33059		-nan
49		119.493		3.46361		-nan
50		121.153		3.68879		1.00631
51		123.127		3.81677		1.31772
52		125.307		3.94415		-nan
53		128.093		4.28412		-nan
54		131.02		4.54282		1.71722
55		134.62		5.00961		1.9731
56		138.92		5.5702		2.46814
57		143.873		6.21137		2.23781
58		149.307		6.54253		2.36446
59		155.193		6.87052		2.48552
60		161.087		6.77633		-nan
61		167.58		6.95457		-nan
62		174.4		7.19713		-nan
63		181.513		7.7492		-nan
64		187.993		7.64524		-nan
65		194.46		7.93736		3.50363
66		200.7		7.52513		2.84956
67		206.44		7.27917		2.72365
68		211.873		6.85448		2.57473
69		216.92		6.40105		-nan
70		221.92		6.32617		-nan
71		226.447		6.20515		-nan
72		230.773		5.89977		-nan
73		234.853		6.18331		-nan
74		239.1		6.62591		2.64197
75		243.5		6.66731		2.64359
76		248.52		7.27109		2.82266
77		253.64		7.8006		2.92911
78		259.38		8.57237		3.19155
79		265.827		9.26982		3.8966
80		273.72		10.1281		inf
81		282.12		10.9673		-nan
82		291.367		11.6091		4.65014
83		301.407		11.8532		4.93261
84		312.36		12.3914		5.05269
85		323.553		13.3334		-nan
86		335.427		13.4695		-nan
87		347.827		13.2289		5.36157
88		360.18		13.3362		5.1682
89		372.167		13.5812		-nan
90		384.467		13.5536		-nan
91		396.14		13.1175		4.87469
92		407.187		12.7387		4.76653
93		418.307		12.72		4.83683
94		429.113		12.5973		4.7791
95		439.613		12.8391		-nan
96		449.567		12.7213		4.94854

#-------------------------------------
#Time(h.) 	 Averaged number of heterocysts clusters 	 deviation 	 Batch deviation
#Averaged=150 times.
#Batches=15 times.
