0		0		0		0
1		0		0		0
2		0		0		0
3		0		0		0
4		0		0		0
5		0.00666667		0.0816497		0.0258199
6		8.87333		2.4694		0.353486
7		11.8133		2.02132		0.543621
8		12.3267		1.85551		0.540458
9		12.4267		1.82946		0.543095
10		12.4533		1.80449		0.52897
11		12.4933		1.80509		0.52978
12		12.5333		1.81591		0.521901
13		12.5533		1.79311		0.542305
14		12.5533		1.79311		0.542305
15		12.5533		1.79311		0.542305
16		12.5533		1.79311		0.542305
17		12.5667		1.77385		0.555063
18		12.5667		1.77385		0.555063
19		12.5667		1.77385		0.555063
20		12.5667		1.77385		0.555063
21		12.5667		1.77385		0.555063
22		12.58		1.77329		0.573461
23		12.5867		1.76919		0.580476
24		12.6067		1.749		0.566274
25		12.6067		1.749		0.566274
26		12.6267		1.73996		0.558655
27		12.6533		1.74166		0.560442
28		12.6733		1.73591		0.543095
29		12.6933		1.72602		0.543095
30		12.72		1.7189		0.522631
31		12.7467		1.71526		0.523541
32		12.7867		1.69716		0.520805
33		12.8133		1.68047		0.516674
34		12.8333		1.68856		0.513624
35		12.8867		1.68107		0.516674
36		12.94		1.69575		0.483735
37		13.0067		1.67291		0.458984
38		13.0933		1.67631		0.496368
39		13.2667		1.62062		0.534077
40		13.4		1.68292		0.584319
41		13.6333		1.70044		0.601981
42		13.8067		1.72894		0.649689
43		14.1267		1.78847		0.677671
44		14.42		1.86551		0.67739
45		14.7667		1.89105		0.681036
46		15.0533		1.78655		0.597455
47		15.36		1.82187		0.618524
48		15.7533		1.76444		0.586596
49		15.98		1.74737		0.52942
50		16.3333		1.74428		0.567786
51		16.5867		1.74243		0.552742
52		16.76		1.70542		0.453242
53		16.9067		1.6843		0.436654
54		17.04		1.6904		0.388771
55		17.1933		1.66567		0.38446
56		17.3267		1.66889		0.421675
57		17.44		1.67284		0.377586
58		17.6		1.75323		0.420883
59		17.7133		1.71584		0.41208
60		17.9333		1.6371		0.440238
61		18.1		1.7057		0.491354
62		18.32		1.704		0.475395
63		18.6733		1.76276		0.47127
64		19.0733		1.71099		0.504928
65		19.6267		1.88796		0.577515
66		20.1533		1.90279		0.602218
67		20.76		2.09082		0.75195
68		21.3067		2.1424		0.727488
69		21.9933		2.23906		0.808408
70		22.8067		2.30173		0.728469
71		23.32		2.39776		0.689928
72		24		2.38845		0.745462
73		24.72		2.43608		0.637181
74		25.2067		2.42553		0.673442
75		25.6067		2.38816		0.570046
76		26.0667		2.37907		0.632079
77		26.4533		2.52128		0.650128
78		26.7267		2.51678		0.733355
79		27.1333		2.61813		0.698638
80		27.46		2.6129		0.775334
81		27.8067		2.69151		0.73238
82		28.06		2.67283		0.634485
83		28.4133		2.7126		0.610464
84		28.7667		2.65314		0.70068
85		29.38		2.73842		0.654872
86		30.0067		2.78658		0.74973
87		30.5733		2.93634		0.837911
88		31.34		2.96247		0.880584
89		32.2733		2.96941		0.848079
90		33.08		2.92987		0.834266
91		34.1467		3.13539		0.962041
92		35.28		3.08736		1.03937
93		36.3933		3.10854		1.02083
94		37.4933		3.02949		1.0423
95		38.8667		3.27009		1.19563
96		40.24		3.27627		1.24143

#-------------------------------------
#Time(h.) 	 Averaged n. of heterocists 	 deviation 	 Batch deviation
#Averaged=150 times.
#Batches=15 times.
