0		0		0		0
1		0		0		0
2		0		0		0
3		0		0		0
4		0		0		0
5		0		0		0
6		0.101084		0.546387		0.148054
7		0.174326		0.692589		0.21398
8		0.265062		0.897094		0.253573
9		0.520799		1.1127		0.372775
10		0.844071		1.3957		0.458957
11		1.38781		1.64888		0.53584
12		1.7776		1.75919		0.556227
13		1.88121		1.72855		0.541401
14		1.91594		1.67893		0.492768
15		1.91579		1.60963		0.406849
16		1.96034		1.58183		0.431087
17		2.03702		1.59182		0.342175
18		2.08868		1.55921		0.392335
19		2.15604		1.56165		0.427198
20		2.31353		1.58101		0.409026
21		2.34425		1.56246		0.45771
22		2.46661		1.5994		0.468126
23		2.55073		1.53647		0.464553
24		2.58827		1.52629		0.46742
25		2.62123		1.53547		0.458904
26		2.67284		1.58074		0.448713
27		2.69245		1.54153		0.474046
28		2.74674		1.46926		0.481354
29		2.77514		1.4857		0.51702
30		2.7504		1.46277		0.496754
31		2.7039		1.43863		0.49967
32		2.67466		1.41052		0.503754
33		2.58571		1.36489		0.476368
34		2.49789		1.33248		0.476972
35		2.42553		1.28418		0.462094
36		2.34179		1.23862		0.44606
37		2.28894		1.18221		0.386063
38		2.22636		1.15693		0.374532
39		2.15524		1.12037		0.352736
40		2.12815		1.08522		0.358083
41		2.12957		1.03971		0.323473
42		2.11882		1.03204		0.330874
43		2.13032		0.983292		0.308793
44		2.12789		0.970687		0.286123
45		2.1366		0.926793		0.274359
46		2.13802		0.940179		0.308164
47		2.14879		0.92863		0.323345
48		2.18127		0.914558		0.330058
49		2.16828		0.906248		0.343908
50		2.18283		0.920958		0.35282
51		2.18369		0.92096		0.340649
52		2.17051		0.903636		0.330224
53		2.1551		0.887537		0.311014
54		2.11185		0.877882		0.321353
55		2.07941		0.855968		0.297699
56		2.02778		0.819748		0.287714
57		1.99824		0.796053		0.263695
58		1.96017		0.78959		0.270769
59		1.91141		0.772769		0.270694
60		1.85106		0.755334		0.256445
61		1.79363		0.72307		0.248247
62		1.73801		0.707884		0.247995
63		1.694		0.681032		0.230042
64		1.66085		0.668216		0.243553
65		1.63318		0.653854		0.243969
66		1.60187		0.646491		0.250997
67		1.57595		0.624268		0.234734
68		1.5686		0.614308		0.245368
69		1.55422		0.601097		0.244223
70		1.54601		0.607138		0.255447
71		1.55899		0.61716		0.236606
72		1.56681		0.627965		0.238315
73		1.56159		0.619021		0.233278
74		1.55116		0.608276		0.22403
75		1.55369		0.608699		0.215629
76		1.54892		0.610048		0.211591
77		1.55751		0.613538		0.19307
78		1.54433		0.609389		0.191538
79		1.53334		0.600472		0.178399
80		1.5082		0.585526		0.176578
81		1.49246		0.573558		0.169733
82		1.47323		0.570244		0.173475
83		1.43683		0.556769		0.167531
84		1.40778		0.551675		0.15552
85		1.37751		0.52414		0.155825
86		1.35547		0.508823		0.144473
87		1.32946		0.482931		0.140314
88		1.30679		0.48399		0.14021
89		1.27734		0.477271		0.144674
90		1.2677		0.466876		0.146599
91		1.25305		0.453138		0.147736
92		1.22958		0.442933		0.139635
93		1.22336		0.443805		0.138403
94		1.21449		0.433324		0.13853
95		1.21988		0.436201		0.14196
96		1.21751		0.43365		0.148272

#-------------------------------------
#Time(h.) 	 n_heterocysts(%) 	 deviation 	 Batch deviation
#Averaged=150 times.
#Batches=15 times.
