0		31.377
1		71.1097
2		67.1178
3		66.3524
4		65.8094
5		65.0821
6		58.8503
7		53.2005
8		50.654
9		52.0085
10		56.7416
11		60.2867
12		62.1231
13		61.8722
14		60.3036
15		58.9816
16		57.7348
17		55.9348
18		54.6774
19		54.2858
20		53.7864
21		53.3518
22		53.3758
23		52.414
24		50.9984
25		49.671
26		47.9522
27		46.0918
28		45.2701
29		44.0252
30		43.648
31		42.7399
32		42.6756
33		42.5899
34		42.3226
35		42.7138
36		43.1799
37		44.2443
38		44.6243
39		45.2605
40		45.9492
41		46.7209
42		47.3875
43		47.8446
44		47.5085
45		46.793
46		46.2437
47		45.5671
48		44.7108
49		43.8771
50		42.7584
51		41.9036
52		41.3196
53		40.2511
54		39.6285
55		39.5822
56		39.2536
57		39.2549
58		39.404
59		40.0195
60		40.6283
61		41.2292
62		41.8397
63		42.9349
64		44
65		44.7867
66		45.7581
67		46.314
68		46.714
69		47.0457
70		46.998
71		46.2023
72		45.3915
73		44.6707
74		43.5675
75		42.7492
76		41.7158
77		41.0572
78		40.6212
79		40.285
80		39.9656
81		40.0302
82		40.4018
83		40.5367
84		40.8702
85		41.3678
86		42.1232
87		42.8023
88		43.5039
89		44.0801
90		44.3884
91		44.9997
92		45.2613
93		45.1812
94		45.1577
95		44.9605
96		44.6939

#-------------------------------------
#Time(h.) 	 Averaged total concentration of HetR in vegetative cells 	 Batch deviation
#Averaged=150 times.
#Batches=15 times.
